Distanza,Track3,Track4,Track5,Track6,Track7,Track8,Track9,Track10,Track11,Track12,Track13,Track14,Track15,Track16,Focus1,Focus2,Focus3,TrackPosition,AngleToTrackAxis,Speed,SpeedY,Damage,DistanceRaced,RPM,Accelerate,Brake,Steering,Gear
5733.96,6.29715,7.10909,8.4545,10.8293,15.6965,29.7829,144.154,34.0496,16.4874,11.1756,8.66,7.25141,6.40524,5.89705,-1.0,-1.0,-1.0,0.00594815,-0.00395077,106.695,4.3575E-5,0.0,49.8677,8202.9,1.0,0.0,0.0,2
5735.94,6.2841,7.09333,8.43384,10.7979,15.6397,29.5896,142.166,34.3469,16.5512,11.2087,8.68149,7.26727,6.41832,5.90779,-1.0,-1.0,-1.0,0.00754616,-0.00462645,108.846,-1.64612E-5,0.0,51.8452,8367.47,1.0,0.0,0.0,2
5737.96,6.2708,7.07658,8.4115,10.7648,15.5778,29.3847,140.162,34.6766,16.6204,11.2435,8.7048,7.28463,6.43205,5.91968,-1.0,-1.0,-1.0,0.00927734,-0.00533837,110.989,-3.62264E-5,0.0,53.8608,8511.57,1.0,0.0,0.0,2
5740.01,6.25375,7.05661,8.38517,10.7261,15.5061,29.1552,138.104,35.0623,16.7001,11.2845,8.73261,7.3054,6.44888,5.93428,-1.0,-1.0,-1.0,0.0114524,-0.00609558,113.086,2.7693E-5,0.0,55.9146,8650.5,1.0,0.0,0.0,2
5742.11,6.23637,7.0345,8.35643,10.6843,15.4312,28.9125,136.023,35.5049,16.787,11.3294,8.76213,7.32792,6.46711,5.94987,-1.0,-1.0,-1.0,0.0138494,-0.00690621,115.136,5.39396E-5,0.0,58.0083,8787.41,1.0,0.0,0.0,2
5744.23,6.21396,7.00794,8.32217,10.6351,15.3433,28.6397,133.878,36.043,16.8883,11.3822,8.79785,7.35493,6.4895,5.96963,-1.0,-1.0,-1.0,0.0168235,-0.00776642,117.139,-1.5296E-5,0.0,60.1372,8921.74,1.0,0.0,0.0,2
5746.4,6.19144,6.98085,8.28674,10.5841,15.2519,28.3522,131.738,36.6962,16.9945,11.4378,8.83436,7.38347,6.51282,5.98934,-1.0,-1.0,-1.0,0.019842,-0.00868243,119.098,-4.43388E-5,0.0,62.3032,9052.83,1.0,0.0,0.0,2
5748.6,6.1639,6.94766,8.24464,10.5236,15.1455,28.0297,129.518,37.5328,17.1208,11.5037,8.87941,7.41728,6.54117,6.01404,-1.0,-1.0,-1.0,0.0237038,-0.00965994,121.012,3.47617E-5,0.0,64.5039,9181.35,1.0,0.0,0.0,2
5750.84,6.13434,6.91255,8.19948,10.4585,15.0322,27.6811,127.287,38.3925,17.2597,11.5748,8.92761,7.45427,6.57138,6.04065,-1.0,-1.0,-1.0,0.0277654,-0.0107095,122.882,6.75943E-5,0.0,66.7397,9307.43,1.0,0.0,0.0,2
5753.11,6.10114,6.87232,8.14856,10.3863,14.9055,27.2957,125.014,39.2697,17.4162,11.6558,8.98202,7.49617,6.60588,6.07079,-1.0,-1.0,-1.0,0.0324263,-0.0118381,124.71,-1.55312E-5,0.0,69.0098,9430.92,1.0,0.0,0.0,2
5753.87,6.08841,6.85788,8.1297,10.3597,14.8594,27.1562,124.244,39.5704,17.474,11.6858,9.00229,7.51137,6.6187,6.08183,-1.0,-1.0,-1.0,0.0341575,-0.0122449,125.31,7.28954E-5,0.0,69.7739,9472.14,1.0,0.0,0.0,3
5756.96,6.03651,6.79611,8.05094,10.2477,14.6665,26.5595,121.121,40.764,17.725,11.8126,9.08761,7.57647,6.67258,6.12883,-1.0,-1.0,-1.0,0.0414373,-0.0139653,126.59,-0.00160861,0.0,72.8604,6916.63,1.0,0.0,0.0,3
